"","id","reference","authors","consortium","title","journal","pubmed","remark"
"11",14415001,"1  (bases 1 to 49)","Bishop,C., Cotinot,C., Fellous,M., Kirszenbaum,M. and Vaiman,M.",NA,"DNA probe specific for the male genomes of ruminants, their	preparation and use","Patent: EP 0235046-A1 1 02-SEP-1987;	INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE, Etablissement public	dit:; INSTITUT PASTEUR; COMMISSARIAT A L'ENERGIE ATOMIQUE	Etablissement de Caractere Scientifique Technique et Industriel",NA,NA
"12",14416001,"1  (bases 1 to 13)","Mattes,R.",NA,"Tissue plasminogen activator (tPA) derivative and its production","Patent: EP 0242836-A1 1 28-OCT-1987;	BOEHRINGER MANNHEIM GMBH",NA,NA
"13",14417001,"1  (bases 1 to 21)","Mattes,R.",NA,"Tissue plasminogen activator (tPA) derivative and its production","Patent: EP 0242836-A1 2 28-OCT-1987;	BOEHRINGER MANNHEIM GMBH",NA,NA
"14",14418001,"1  (bases 1 to 19)","Mattes,R.",NA,"Tissue plasminogen activator (tPA) derivative and its production","Patent: EP 0242836-A1 3 28-OCT-1987;	BOEHRINGER MANNHEIM GMBH",NA,NA
"15",14419001,"1  (bases 1 to 13)","Mattes,R.",NA,"Method for preparing plasminogen activators in procaryotes","Patent: EP 0242835-A1 1 28-OCT-1987;	BOEHRINGER MANNHEIM GMBH",NA,NA
"16",14420001,"1  (bases 1 to 634)","Hercend,T.",NA,"NEW LIMPHOKINES, DNA SEQUENCES CODING FOR SAID LIMPHOKINES AND	PHARMACEUTICAL COMPOSITIONS CONTAINING SAID LIMPHOKINES","Patent: WO 9003394-A2 1 05-APR-1990;	Roussel UCLAF",NA,NA
"17",14422001,"1  (bases 1 to 705)","Hercend,T.",NA,"NEW LIMPHOKINES, DNA SEQUENCES CODING FOR SAID LIMPHOKINES AND	PHARMACEUTICAL COMPOSITIONS CONTAINING SAID LIMPHOKINES","Patent: WO 9003394-A2 3 05-APR-1990;	Roussel UCLAF",NA,NA
"18",14423001,"1  (bases 1 to 576)","Palva,I.",NA,"","Patent: GB 2133408-A 1 25-JUL-1984;	Ikka Palva",NA,NA
"19",14424001,"1  (bases 1 to 576)","Palva,I.",NA,"","Patent: GB 2133408-A 2 25-JUL-1984;	Ikka Palva",NA,NA
"20",14425001,"1  (bases 1 to 576)","Palva,I.",NA,"","Patent: GB 2133408-A 3 25-JUL-1984;	Ikka Palva",NA,NA
"21",14426001,"1  (bases 1 to 576)","Palva,I.",NA,"","Patent: GB 2133408-A 4 25-JUL-1984;	Ikka Palva",NA,NA
"22",14427001,"1  (bases 1 to 20)","Huber,M., Gitler,C., Revel,M., Mirelman,D., Garfinkel,L.I. and	Giladi,M.",NA,"","Patent: GB 2223307-A 1 04-APR-1990;	Yeda Res. and Dev. Company Limited",NA,NA
"23",14428001,"1  (bases 1 to 20)","Huber,M., Gitler,C., Revel,M., Mirelman,D., Garfinkel,L.I. and	Giladi,M.",NA,"","Patent: GB 2223307-A 2 04-APR-1990;	Yeda Res. and Dev. Company Limited",NA,NA
"24",14429001,"1  (bases 1 to 20)","Huber,M., Gitler,C., Revel,M., Mirelman,D., Garfinkel,L.I. and	Giladi,M.",NA,"","Patent: GB 2223307-A 3 04-APR-1990;	Yeda Res. and Dev. Company Limited",NA,NA
"25",14430001,"1  (bases 1 to 21)","Huber,M., Gitler,C., Revel,M., Mirelman,D., Garfinkel,L.I. and	Giladi,M.",NA,"","Patent: GB 2223307-A 4 04-APR-1990;	Yeda Res. and Dev. Company Limited",NA,NA
"26",14431001,"1  (bases 1 to 58)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 1 29-AUG-1990;	Univesity of Ottawa",NA,NA
"27",14432001,"1  (bases 1 to 28)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 2 29-AUG-1990;	Univesity of Ottawa",NA,NA
"28",14433001,"1  (bases 1 to 21)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 3 29-AUG-1990;	Univesity of Ottawa",NA,NA
"29",14434001,"1  (bases 1 to 22)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 4 29-AUG-1990;	Univesity of Ottawa",NA,NA
"30",14435001,"1  (bases 1 to 23)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 5 29-AUG-1990;	Univesity of Ottawa",NA,NA
"31",14436001,"1  (bases 1 to 27)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 6 29-AUG-1990;	Univesity of Ottawa",NA,NA
"32",14437001,"1  (bases 1 to 20)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 7 29-AUG-1990;	Univesity of Ottawa",NA,NA
"33",14438001,"1  (bases 1 to 21)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 8 29-AUG-1990;	Univesity of Ottawa",NA,NA
"34",14439001,"1  (bases 1 to 22)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 9 29-AUG-1990;	Univesity of Ottawa",NA,NA
"35",14440001,"1  (bases 1 to 29)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 10 29-AUG-1990;	Univesity of Ottawa",NA,NA
"36",14441001,"1  (bases 1 to 30)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 11 29-AUG-1990;	Univesity of Ottawa",NA,NA
"37",14442001,"1  (bases 1 to 25)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 12 29-AUG-1990;	Univesity of Ottawa",NA,NA
"38",14443001,"1  (bases 1 to 504)","Kozlov,J.I., Naroditskaya,V.A., Eremashvill,M.R., Strongin,A.Y.,	Skvortsova,M.A., Chistoserdov,A.J., Tsygankov,J.D., Evdonina,L.V.,	Jurin,V.L., Monastyrskaya,G.S., Sverdlov,E.D., Dolganov,G.M. and	Tsarev,S.A.",NA,"","Patent: GB 2199830-A 1 20-JUL-1988;	Vsesojuzny Nauchno-Issledovatelsky Inst. Genetiki",NA,NA
"39",14445001,"1  (bases 1 to 2439)","Jefferson,R.A.",NA,"","Patent: GB 2197653-A 1 25-MAY-1988;	Richard Anthony Jefferson",NA,NA
"40",14447001,"1  (bases 1 to 1496)","Rogers,G.E.",NA,"","Patent: GB 2227243-A 1 25-JUL-1990;	Luminis Pty Ltd",NA,NA
"41",14449001,"1  (bases 1 to 1350)","Rogers,G.E.",NA,"","Patent: GB 2227243-A 3 25-JUL-1990;	Luminis Pty Ltd",NA,NA
"42",14451001,"1  (bases 1 to 318)","Gutmann,E.",NA,"PEPTIDES COMPRISING AN IMMUNOGEN SITE OF THE POLIOVIRUS AND DNAs	CONTAINING NUCLEOTIDIC SEQUENCES CODING FOR SAID PEPTIDES","Patent: WO 8803950-A1 1 02-JUN-1988;	Girard M",NA,NA
"43",14452001,"1  (bases 1 to 1181)","Gutmann,E.",NA,"PEPTIDES COMPRISING AN IMMUNOGEN SITE OF THE POLIOVIRUS AND DNAs	CONTAINING NUCLEOTIDIC SEQUENCES CODING FOR SAID PEPTIDES","Patent: WO 8803950-A1 3 02-JUN-1988;	Girard M",NA,NA
"44",14453001,"1  (bases 1 to 939)","Sanchis,V.",NA,"NUCLEOTIDE SEQUENCES CODING FOR POLYPEPTIDES EXERCISING A	LARVICIDAL EFFECT IN LEPIDOPTERA","Patent: WO 8809812-A1 1 15-DEC-1988;	Institut Pasteur",NA,NA
"45",14454001,"1  (bases 1 to 2711)","Sanchis,V.",NA,"NUCLEOTIDE SEQUENCES CODING FOR POLYPEPTIDES EXERCISING A	LARVICIDAL EFFECT IN LEPIDOPTERA","Patent: WO 8809812-A1 3 15-DEC-1988;	Institut Pasteur",NA,NA
"46",14455001,"1  (bases 1 to 480)","Armau,E.",NA,"APPLICATION OF ANTIBIOTICS OF THE PHLEOMYCINE FAMILY AS SELECTION	AGENT IN THE FIELD OF GENETIC ENGINEERING","Patent: WO 8601537-A1 1 13-MAR-1986;	CNRS",NA,NA
"47",14456001,"1  (bases 1 to 480)","Armau,E.",NA,"APPLICATION OF ANTIBIOTICS OF THE PHLEOMYCINE FAMILY AS SELECTION	AGENT IN THE FIELD OF GENETIC ENGINEERING","Patent: WO 8601537-A1 2 13-MAR-1986;	CNRS",NA,NA
"48",14457001,"1  (bases 1 to 158)","Grandi,G.",NA,"","Patent: GB 2126590-A 1 28-MAR-1984;	ENI-Ente Nayionale",NA,NA
"49",14458001,"1  (bases 1 to 29)","Grandi,G.",NA,"","Patent: GB 2126590-A 2 28-MAR-1984;	ENI-Ente Nayionale",NA,NA
"50",14459001,"1  (bases 1 to 32)","Grandi,G.",NA,"","Patent: GB 2126590-A 3 28-MAR-1984;	ENI-Ente Nayionale",NA,NA
"51",14460001,"1  (bases 1 to 33)","Grandi,G.",NA,"","Patent: GB 2126590-A 4 28-MAR-1984;	ENI-Ente Nayionale",NA,NA
"52",14461001,"1  (bases 1 to 63)","Nofschneider,P.H., Schaller,H., Kupper,H.A. and Keller.",NA,"","Patent: GB 2079288-A 5 20-JAN-1982;	Biogen N.V",NA,NA
"53",14462001,"1  (bases 1 to 961)","Nofschneider,P.H., Schaller,H., Kupper,H.A. and Keller.",NA,"","Patent: GB 2079288-A 2 20-JAN-1982;	Biogen N.V",NA,NA
"54",14463001,"1  (bases 1 to 662)","Nofschneider,P.H., Schaller,H., Kupper,H.A. and Keller.",NA,"","Patent: GB 2079288-A 3 20-JAN-1982;	Biogen N.V",NA,NA
"55",14464001,"1  (bases 1 to 1761)","Aberg,B.",NA,"","Patent: WO 8902467-A1 1 23-MAR-1989;	Skandigen AB",NA,NA
"56",14466001,"1  (bases 1 to 76)","Aberg,B.",NA,"","Patent: WO 8902467-A1 2 23-MAR-1989;	Skandigen AB",NA,NA
"57",14467001,"1  (bases 1 to 77)","Aberg,B.",NA,"","Patent: WO 8902467-A1 3 23-MAR-1989;	Skandigen AB",NA,NA
"58",14468001,"1  (bases 1 to 75)","Aberg,B.",NA,"","Patent: WO 8902467-A1 4 23-MAR-1989;	Skandigen AB",NA,NA
"59",14469001,"1  (bases 1 to 70)","Aberg,B.",NA,"","Patent: WO 8902467-A1 5 23-MAR-1989;	Skandigen AB",NA,NA
"60",14470001,"1  (bases 1 to 76)","Aberg,B.",NA,"","Patent: WO 8902467-A1 6 23-MAR-1989;	Skandigen AB",NA,NA
"61",14471001,"1  (bases 1 to 82)","Aberg,B.",NA,"","Patent: WO 8902467-A1 7 23-MAR-1989;	Skandigen AB",NA,NA
"62",14472001,"1  (bases 1 to 74)","Aberg,B.",NA,"","Patent: WO 8902467-A1 8 23-MAR-1989;	Skandigen AB",NA,NA
"63",14473001,"1  (bases 1 to 76)","Aberg,B.",NA,"","Patent: WO 8902467-A1 9 23-MAR-1989;	Skandigen AB",NA,NA
"64",14474001,"1  (bases 1 to 74)","Aberg,B.",NA,"","Patent: WO 8902467-A1 10 23-MAR-1989;	Skandigen AB",NA,NA
"65",14475001,"1  (bases 1 to 18)","Kang,C.Y.",NA,"","Patent: GB 2228486-A 13 29-AUG-1990;	Univesity of Ottawa",NA,NA
"66",14476001,"1  (bases 1 to 14)","Sanchez,F.S., Susan,V.R., Carramolino-Fitera,L. and Ortega,A.P.A.",NA,"Fungal resistance markers","Patent: EP 0240250-A1 2 07-OCT-1987;	Antibioticos, S.A",NA,NA
"67",14477001,"1  (bases 1 to 12)","Sanchez,F.S., Susan,V.R., Carramolino-Fitera,L. and Ortega,A.P.A.",NA,"Fungal resistance markers","Patent: EP 0240250-A1 3 07-OCT-1987;	Antibioticos, S.A",NA,NA
"68",14478001,"1  (bases 1 to 33)","Vega,D.P., Martinez,A.G., Falgueras,M.S., Mellado,R.P. and	Redondo,A.M.",NA,"Streptomyces expression vectors","Patent: EP 0310436-A2 2 05-APR-1989;	Antibioticos, S.A",NA,NA
"69",14479001,"1  (bases 1 to 39)","Hofnung,M., Charbit,A. and Boulain,J.C.",NA,"Procedure for exposing an epitope within a protein possessing a	distinct polypeptide structure, and the products obtained","Patent: EP 0242243-A1 2 21-OCT-1987;	INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	(CNRS); INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE	SCIENTIFIQUE (CNRS)",NA,NA
"70",14480001,"1  (bases 1 to 39)","Hofnung,M., Charbit,A. and Boulain,J.C.",NA,"Procedure for exposing an epitope within a protein possessing a	distinct polypeptide structure, and the products obtained","Patent: EP 0242243-A1 3 21-OCT-1987;	INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	(CNRS); INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE	SCIENTIFIQUE (CNRS)",NA,NA
"71",14481001,"1  (bases 1 to 24)","Hofnung,M., Charbit,A. and Boulain,J.C.",NA,"Procedure for exposing an epitope within a protein possessing a	distinct polypeptide structure, and the products obtained","Patent: EP 0242243-A1 4 21-OCT-1987;	INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	(CNRS); INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE	SCIENTIFIQUE (CNRS)",NA,NA
"72",14482001,"1  (bases 1 to 24)","Hofnung,M., Charbit,A. and Boulain,J.C.",NA,"Procedure for exposing an epitope within a protein possessing a	distinct polypeptide structure, and the products obtained","Patent: EP 0242243-A1 6 21-OCT-1987;	INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	(CNRS); INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE	SCIENTIFIQUE (CNRS)",NA,NA
"73",14483001,"1  (bases 1 to 27)","Hofnung,M., Charbit,A. and Boulain,J.C.",NA,"Procedure for exposing an epitope within a protein possessing a	distinct polypeptide structure, and the products obtained","Patent: EP 0242243-A1 8 21-OCT-1987;	INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	(CNRS); INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE	SCIENTIFIQUE (CNRS)",NA,NA
"74",14484001,"1  (bases 1 to 24)","Hofnung,M., Charbit,A. and Boulain,J.C.",NA,"Procedure for exposing an epitope within a protein possessing a	distinct polypeptide structure, and the products obtained","Patent: EP 0242243-A1 10 21-OCT-1987;	INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	(CNRS); INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE	SCIENTIFIQUE (CNRS)",NA,NA
"75",14485001,"1  (bases 1 to 24)","Hofnung,M., Charbit,A. and Boulain,J.C.",NA,"Procedure for exposing an epitope within a protein possessing a	distinct polypeptide structure, and the products obtained","Patent: EP 0242243-A1 12 21-OCT-1987;	INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	(CNRS); INSTITUT PASTEUR; CENTRE NATIONAL DE LA RECHERCHE	SCIENTIFIQUE (CNRS)",NA,NA
"76",14486001,"1  (bases 1 to 39)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 1 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"77",14487001,"1  (bases 1 to 28)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 2 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"78",14488001,"1  (bases 1 to 813)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 3 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"79",14489001,"1  (bases 1 to 267)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 4 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"80",14490001,"1  (bases 1 to 276)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 5 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"81",14491001,"1  (bases 1 to 108)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 6 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"82",14492001,"1  (bases 1 to 42)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 7 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"83",14493001,"1  (bases 1 to 350)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 8 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"84",14494001,"1  (bases 1 to 16)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 9 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"85",14495001,"1  (bases 1 to 22)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 10 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"86",14496001,"1  (bases 1 to 60)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 11 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"87",14497001,"1  (bases 1 to 19)","Nigon,V.M.",NA,"INTEGRATION AND EXPRESSION VIRAL VECTORS","Patent: WO 8903877-A1 12 05-MAY-1989;	Institut de la Recherche Agronomique",NA,NA
"88",14498001,"1  (bases 1 to 15)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 1 20-SEP-1990;	Transgene S.A",NA,NA
"89",14499001,"1  (bases 1 to 20)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 2 20-SEP-1990;	Transgene S.A",NA,NA
"90",14500001,"1  (bases 1 to 18)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 3 20-SEP-1990;	Transgene S.A",NA,NA
"91",14501001,"1  (bases 1 to 24)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 4 20-SEP-1990;	Transgene S.A",NA,NA
"92",14502001,"1  (bases 1 to 11)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 5 20-SEP-1990;	Transgene S.A",NA,NA
"93",14503001,"1  (bases 1 to 25)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 6 20-SEP-1990;	Transgene S.A",NA,NA
"94",14504001,"1  (bases 1 to 13)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 7 20-SEP-1990;	Transgene S.A",NA,NA
"95",14505001,"1  (bases 1 to 27)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 8 20-SEP-1990;	Transgene S.A",NA,NA
"96",14506001,"1  (bases 1 to 15)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 9 20-SEP-1990;	Transgene S.A",NA,NA
"97",14507001,"1  (bases 1 to 9)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 10 20-SEP-1990;	Transgene S.A",NA,NA
"98",14508001,"1  (bases 1 to 25)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 11 20-SEP-1990;	Transgene S.A",NA,NA
"99",14509001,"1  (bases 1 to 25)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 12 20-SEP-1990;	Transgene S.A",NA,NA
"100",14510001,"1  (bases 1 to 15)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 13 20-SEP-1990;	Transgene S.A",NA,NA
"101",14511001,"1  (bases 1 to 15)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 14 20-SEP-1990;	Transgene S.A",NA,NA
"102",14512001,"1  (bases 1 to 16)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 15 20-SEP-1990;	Transgene S.A",NA,NA
"103",14513001,"1  (bases 1 to 37)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 16 20-SEP-1990;	Transgene S.A",NA,NA
"104",14514001,"1  (bases 1 to 18)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 17 20-SEP-1990;	Transgene S.A",NA,NA
"105",14515001,"1  (bases 1 to 32)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 18 20-SEP-1990;	Transgene S.A",NA,NA
"106",14516001,"1  (bases 1 to 36)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 19 20-SEP-1990;	Transgene S.A",NA,NA
"107",14517001,"1  (bases 1 to 37)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 20 20-SEP-1990;	Transgene S.A",NA,NA
"108",14518001,"1  (bases 1 to 252)","Meneguzzi,G.",NA,"PHARMACEUTICAL COMPOSITION USEFUL IN THE PREVENTION OR TREATMENT OF	PAPILLOMAVIRUS-INDUCED TUMOURS","Patent: WO 9010459-A1 21 20-SEP-1990;	Transgene S.A",NA,NA
"109",14520001,"1  (bases 1 to 731)","Tandeau de Marsac,N.",NA,"EXPRESSION OF SEQUENCES OF NUCLEOTIDES CODING FOR GAS VESICLES","Patent: WO 9010071-A1 1 07-SEP-1990;	Institut Pasteur",NA,NA
"110",14522001,"1  (bases 1 to 51)","Marchand,C.",NA,"MOLECULES COMPRISING AT LEAST ONE PEPTIDIC SEQUENCE CARRYING ONE OR	A PLURALITY OF EPITOPES CHARACTERIZING A PROTEIN PRODUCED BY P.	FALCIPARUM IN HEPATOCYTES AND COMPOSITIONS CONTAINING THEM","Patent: WO 8805785-A1 17 11-AUG-1988;	Institut Pasteur",NA,NA
"111",14523001,"1  (bases 1 to 210)","Marchand,C.",NA,"MOLECULES COMPRISING AT LEAST ONE PEPTIDIC SEQUENCE CARRYING ONE OR	A PLURALITY OF EPITOPES CHARACTERIZING A PROTEIN PRODUCED BY P.	FALCIPARUM IN HEPATOCYTES AND COMPOSITIONS CONTAINING THEM","Patent: WO 8805785-A1 18 11-AUG-1988;	Institut Pasteur",NA,NA
"112",14524001,"1  (bases 1 to 354)",".",NA,"PROTEINS FOR FUSING THE SUB-UNIT B OF THE CHOLERAIC TOXIN AND	HETEROLOGOUS ANTIGEN, AND NUCLEIC ACIDS ENCODING THEM","Patent: WO 9003437-A1 2 05-APR-1990;",NA,NA
